gene_id,MCF-7,MCF-7-ADR
NWD1,0.040391264,0
NWD2,0,0.352069
NXF1,13.69256519,22.97643344
NXF2,0,0
NXF2B,0,0
NXF3,0,0.116374
NXF5,0,0
NXN,0.506063789,2.408230152
NXNL1,0,0
NXNL2,2.138464665,0.254269513
NXPE1,0,0.034341
NXPE2,0,0
NXPE3,4.632403247,2.122489461
NXPE4,0,0
NXPH1,0,0.138216
NXPH2,0,1.225999
NXPH3,0.168351,0.086214
NXPH4,7.692499,1.507714
NXT1,20.882965,19.610771
NXT2,4.368718388,3.612547074
NYAP1,0.01692,0.156869
NYAP2,0.021374099,0.042725866
NYNRIN,0.291342,1.665948
NYX,0,0
OAF,1.716628,23.571814
OARD1,11.67632161,8.135865737
OAS1,3.487022319,1.236274576
OAS2,4.497066309,3.252040555
OAS3,23.849899,15.043436
OASL,1.396071683,13.83839646
OAT,31.35214976,8.836406761
OAZ1,129.9122403,148.0145876
OAZ2,20.53636416,19.61555794
OAZ3,2.720270543,0.821477027
OBI1,5.640434,19.18841
OBP2A,0,0
OBP2B,0,0
OBSCN,0.482882161,2.436579484
OBSL1,12.47290096,1.305959191
OC90,0.02695,0
OCA2,0.007084499,0.155367586
OCEL1,2.9503,3.724387
OCIAD1,27.63928811,62.56195201
OCIAD2,20.64222291,20.49710639
OCLN,9.785881418,9.213634295
OCM,0.123278,0.492653
OCM2,0,0
OCRL,27.10475909,21.62196745
OCSTAMP,0,0
ODAM,0,0
ODAPH,0,0
ODC1,22.51596227,44.80518058
ODF1,0,0
ODF2,18.55272401,5.07215398
ODF2L,1.391684807,6.300016702
ODF3,0.068323,0.023216
ODF3B,0.783669,0.631602
ODF3L1,0,0
ODF3L2,0,0
ODF4,0,0
ODR4,13.64936728,10.81545837
OFD1,18.23745523,7.001761256
OGA,59.44532118,78.00024242
OGDH,11.30253239,19.68594078
OGDHL,0.027877949,0.828290125
OGFOD1,29.23262867,32.05611662
OGFOD2,2.903412914,5.082357296
OGFOD3,2.675152088,3.069005749
OGFR,23.561466,12.105209
OGFRL1,2.446388587,63.07216451
OGG1,5.718471627,4.3118988
OGN,0.640200338,0.976644551
OGT,63.30816778,80.31438624
OIP5,3.490657916,4.949711463
OIT3,0,0
OLA1,42.62601175,38.13406271
OLAH,0.129561,0.230794
OLFM1,11.32352133,0.017459071
OLFM2,0.439326355,6.292810571
OLFM3,0,0
OLFM4,0.116208,0.857009
OLFML1,0.483944713,0.405285443
OLFML2A,0.213062682,1.474926979
OLFML2B,0,0.144341527
OLFML3,1.403919827,3.327336856
OLIG1,0,0
OLIG2,0.10978,0
OLIG3,0,0
OLR1,0.024095351,0.810198566
OMA1,13.699245,11.5185
OMD,0.560534,0.582422
OMG,2.229682,2.929745
OMP,0,0.640986
ONECUT1,5.35127,1.394444
ONECUT2,2.460409,1.626482
ONECUT3,0,0
OOEP,1.941544,0
OOSP2,0,0
OOSP4B,0,0
OPA1,23.32750691,26.27444841
OPA3,3.491119429,3.214214321
OPALIN,0,0
OPCML,0,0
OPHN1,9.86336,14.456014
OPLAH,1.999894,1.237415
OPN1LW,0.012488,0
OPN1MW,0.015101,0
OPN1MW2,0,0
OPN1MW3,0,0
OPN1SW,0.96757,1.632648
OPN3,0.23711,1.225369
OPN4,0,0
OPN5,0,0
OPRD1,0.074343,0.01768
OPRK1,0,0.17768
OPRL1,0,0.13338425
OPRM1,0,0.006127616
OPRPN,0,0
OPTC,0,0.243275
OPTN,25.74653966,31.068503
OR10A2,0,1.193162
OR10A3,0,0.871302
OR10A4,0,1.096063
OR10A5,0,1.289782
OR10A6,0,0.264602
OR10A7,0,0
OR10AC1,0,0.1579775
OR10AD1,0,0.415174
OR10AG1,0,0
OR10C1,0,0
OR10D3,1.802151,0
OR10G2,0,0
OR10G3,0,0
OR10G4,0,0
OR10G6,0,0
OR10G7,0,0
OR10G8,0,0
OR10G9,0,0
OR10H1,0,0
OR10H2,0,0
OR10H3,0,0
OR10H4,0,0
OR10H5,0,0
OR10J1,0,0
OR10J3,0,0
OR10J4,0,0
OR10J5,0,0.070942
OR10K1,0,0
OR10K2,0.961374,0
OR10P1,0,0
OR10Q1,0,0
OR10R2,0,0
OR10S1,0,0
OR10T2,0.181591,0
OR10V1,0,0.064794
OR10W1,0,0
OR10X1,0,0
OR10Z1,0,0
OR11A1,0,0
OR11G2,0,0
OR11H1,0.012182,0.021633
OR11H12,0.012182,0
OR11H2,0,0
OR11H4,0.06218,0.242025
OR11H6,0,0.066663
OR11H7,0,0
OR11L1,0,0.7485
OR12D1,0,0
OR12D2,0,0
OR12D3,0,0
OR13A1,0,0
OR13C2,0,0
OR13C3,0,0
OR13C4,0.102285,0
OR13C5,0,0
OR13C8,0,0
OR13C9,0.062297,0.06917
OR13D1,0.058044,0
OR13F1,0,0
OR13G1,0,4.11374
OR13H1,9.876154,1.402316
OR13J1,0,0
OR14A16,0,0.279984
OR14A2,0,1.343907
OR14C36,0,0
OR14I1,0,0
OR14J1,0,0.065338
OR14K1,0,1.506393
OR1A1,0,0
OR1A2,0,0
OR1B1,0,0
OR1C1,0,1.627408
OR1D2,0,0
OR1D4,0,0
OR1D5,0,0.140056
OR1E1,0,0
OR1E2,0,0
OR1E3,0,0
OR1F1,0.344323806,0
OR1F12,0.367667,1.809243
OR1G1,0,0
OR1I1,0,0
OR1J1,0.410515,0.120967
OR1J2,0,0.065602
OR1J4,0,0
OR1K1,0.116273,0
OR1L1,0,0
OR1L3,0,0
OR1L4,0.144711,0.069312
OR1L6,0.080156,0
OR1L8,0,0.26012
OR1M1,0,0
OR1N1,0.043037,0.208172
OR1N2,0,0.056625
OR1Q1,0,0
OR1S1,0,0
OR1S2,0,0
OR2A1,0.524889,3.806332
OR2A12,0.033892,0.212377
OR2A14,0.025869,0.045195
OR2A2,0,0.263812
OR2A25,0,0
OR2A4,0.291005,5.384282
OR2A42,0.0015245,0.027123
OR2A5,0,0
OR2A7,0.545303,9.544477
OR2AE1,0,0.068103
OR2AG1,0,0.115249
OR2AG2,0,0.069607
OR2AJ1,0,0.42118
OR2AK2,0,0.157304
OR2AP1,0,0
OR2AT4,0.043334,0
OR2B11,0,0
OR2B2,2.145739,0.326251
OR2B3,0.152971,0
OR2B6,0.899513,0.06677
OR2C1,0,0.093055
OR2C3,0,0
OR2D2,0,0.431062
OR2D3,0,1.10115
OR2F1,0,0
OR2F2,0,0
OR2G2,0,0
OR2G3,0,0
OR2G6,0,0
OR2H1,0,0
OR2H2,0,0.268538
OR2J1,0,0
OR2J2,0.039083,0
OR2J3,0.056021,0
OR2K2,0,0
OR2L13,0,0
OR2L2,0,0
OR2L3,0,0
OR2L5,0,0
OR2L8,0,0.100006
OR2M2,0,0
OR2M3,0,0
OR2M4,0,0
OR2M5,0,0
OR2M7,0,0
OR2S2,0,0.005671
OR2T1,0,0
OR2T10,0,0
OR2T11,0,0
OR2T12,0,0
OR2T2,0,0
OR2T27,0,0
OR2T29,0,0
OR2T3,0,0
OR2T33,0,0.443379
OR2T34,0,0
OR2T35,0,0
OR2T4,0,0
OR2T5,0,0
OR2T6,0,0
OR2T7,0,0
OR2T8,0,0.543389
OR2V1,0,0
OR2V2,0,0
OR2W1,0,0
OR2W3,0,11.605722
OR2W5,0,0
OR2Y1,0,0
OR2Z1,0,0
OR3A1,0,0
OR3A2,0,0
OR3A3,0,0
OR4A15,0,0
OR4A16,0,0
OR4A47,1.741025,0
OR4A5,0,0
OR4B1,1.506477,0
OR4C11,0,0
OR4C12,0,0
OR4C13,0,0
OR4C15,0,0
OR4C16,0,0
OR4C3,0.319227,0
OR4C45,0,0
OR4C46,0,0
OR4C5,0.30516,0
OR4C6,0,0
OR4D1,0,0.13577
OR4D10,0,0
OR4D11,0,0
OR4D2,0,0
OR4D5,0,0
OR4D6,0,0
OR4D9,3.292931,0
OR4E1,0,0
OR4E2,0,0
OR4F15,0,0.909424
OR4F16,0.13151,0.158019667
OR4F17,0,0.094539
OR4F21,0.190044,0.388627
OR4F29,0,1.37E-05
OR4F3,0,0.000677333
OR4F4,0,0.270628
OR4F5,0,0.083049
OR4F6,0,0
OR4K1,0,0
OR4K13,0,0
OR4K14,0,0
OR4K15,0,0
OR4K17,0,0
OR4K2,0,0
OR4K3,0,0
OR4K5,0,0
OR4L1,0,0
OR4M1,0,0
OR4M2,0,0
OR4N2,0,0.107334
OR4N4,0,0
OR4N5,0,0
OR4P4,0,0
OR4Q2,0,0
OR4Q3,0,0
OR4S1,0.750856,0
OR4S2,0,0
OR4X1,0.37145,0
OR4X2,0.944562,0
OR51A2,0,0
OR51A4,0,0
OR51A7,0,0
OR51B2,0,0
OR51B4,0,0
OR51B5,0,0.019348
OR51B6,0.037966,0.070496
OR51D1,0,0
OR51E1,0,0
OR51E2,0,0
OR51F1,0,0
OR51F2,0,0
OR51G1,0,0
OR51G2,0,0
OR51H1,0,0
OR51I1,0,0
OR51I2,0.056282,0
OR51J1,0,0
OR51L1,0,0
OR51M1,0,0.052589
OR51Q1,0,0
OR51S1,0,0.066519
OR51T1,0,0
OR51V1,0,0
OR52A1,0,0
OR52A5,0,0
OR52B2,0.113761,0.135753
OR52B4,0,0
OR52B6,0.059744,0.162976
OR52D1,0,0.060974
OR52E1,0,0
OR52E2,0,0
OR52E4,0,0
OR52E5,0,0
OR52E6,0,0
OR52E8,0,0
OR52H1,0,0.00137
OR52I1,0,0.134884
OR52I2,0,0
OR52J3,0,0.069782
OR52K1,0,0
OR52K2,0,0.036688
OR52L1,0,0
OR52M1,0,0
OR52N1,0,0
OR52N2,0,0.114513
OR52N4,0,0.06341
OR52N5,0,0
OR52R1,0,0
OR52W1,0.08366,0.033799
OR52Z1,0,0
OR56A1,0,0
OR56A3,0,0
OR56A4,0,0.04949
OR56A5,0,0
OR56B1,0,0
OR56B4,0.104553,0.172194
OR5A1,0,0
OR5A2,0,0
OR5AC2,0,0
OR5AK2,0,0.067631
OR5AL1,0,0
OR5AN1,0,0
OR5AP2,0,0
OR5AR1,0,0
OR5AS1,0,0
OR5AU1,0,0.052091
OR5B12,0,0
OR5B17,0,0
OR5B2,0,0
OR5B21,0,0.088174
OR5B3,0,0
OR5C1,0.333177,0.205761
OR5D13,0,0
OR5D14,0,0
OR5D16,0,0
OR5D18,0,0
OR5F1,0,0
OR5H1,0,0
OR5H14,0,0
OR5H15,0,0
OR5H2,0,0
OR5H6,0,0
OR5I1,0,0
OR5J2,0,0
OR5K1,0,0
OR5K2,0,0
OR5K3,0,0
OR5K4,0,0
OR5L1,0,0
OR5L2,0,0
OR5M1,0,0
OR5M10,0,0
OR5M11,0,0
OR5M3,0,0
OR5M8,0,0
OR5M9,0,0
OR5P2,0,0
OR5P3,0,0.070487
OR5R1,0,0
OR5T1,0,0
OR5T2,0,0
OR5T3,0,0
OR5V1,0,0
OR5W2,0,0
OR6A2,0,0.307634
OR6B1,0,0
OR6B2,0.125909,0.250835
OR6B3,0,0
OR6C1,0,0
OR6C2,0,0
OR6C3,0,0
OR6C4,0,0
OR6C6,0,0
OR6C65,0,0
OR6C68,0,0
OR6C70,0,0
OR6C74,0,0
OR6C75,0,0
OR6C76,0,0
OR6F1,0,2.473684
OR6J1,0,0
OR6K2,0,0
OR6K3,0,0
OR6K6,0,0
OR6M1,0,0.070505
OR6N1,0,0
OR6N2,0,0
OR6P1,0,0
OR6Q1,0,0
OR6S1,0,0
OR6T1,0,0
OR6V1,0,0.522952
OR6X1,0,0
OR6Y1,0,0
OR7A10,0,0
OR7A17,0,0
OR7A5,0,0
OR7C1,0,0
OR7C2,0,0
OR7D2,0.018549,0
OR7D4,0,0
OR7E24,0,0
OR7G1,0,0
OR7G2,0,0
OR7G3,0,0
OR8A1,0.417443,0
OR8B12,0.418799,0
OR8B2,1.570379,0
OR8B3,1.868516,0
OR8B4,0.94144,0
OR8B8,1.746003,0
OR8D1,4.715698,0
OR8D2,2.643967,0.124292
OR8D4,0,0
OR8G1,0.916684,0
OR8G2P,1.538986,0
OR8G5,0.411144,0
OR8H1,0,0
OR8H2,0,0
OR8H3,0,0
OR8I2,0,0
OR8J1,0,0
OR8J3,0,0
OR8K1,0,0
OR8K3,0,0
OR8K5,0,0
OR8S1,0,0.095223
OR8U1,0,0
OR8U8,0,0
OR9A2,0,0.795059
OR9A4,0,0
OR9G1,0,0
OR9G4,0,0
OR9G9,0,0
OR9I1,0,0
OR9K2,0,0
OR9Q1,0,0
OR9Q2,0,0
ORAI1,2.9594405,4.4332485
ORAI2,1.147060797,0.976146433
ORAI3,6.434227,0.618151
ORC1,5.745422662,4.519704868
ORC2,27.901854,25.145472
ORC3,11.39681338,38.11213441
ORC4,4.98421031,12.09320103
ORC5,12.6345662,7.12072499
ORC6,11.740734,36.211788
ORM1,0,0.510744
ORM2,0,0
ORMDL1,6.984130058,4.96056655
ORMDL2,21.180733,17.58992
ORMDL3,8.088587556,5.859374693
OS9,112.6424075,49.62760646
OSBP,43.133472,51.698151
OSBP2,2.313647472,2.903548694
OSBPL10,8.468351242,21.93908889
OSBPL11,12.026718,20.056679
OSBPL1A,8.33804515,7.072876405
OSBPL2,24.98356667,10.25692322
OSBPL3,0.052709755,10.45218513
OSBPL5,1.933233,1.175379
OSBPL6,5.303266333,3.870168982
OSBPL7,2.91685,1.750018
OSBPL8,20.25804285,24.25076854
OSBPL9,52.80996877,30.80693666
OSCAR,0.380099,2.902345366
OSCP1,2.694153744,3.210125715
OSER1,14.202895,26.132256
OSGEP,10.795401,24.267393
OSGEPL1,2.159230693,2.793097886
OSGIN1,11.914466,2.898664
OSGIN2,23.71086188,8.102460769
OSM,0,0.233578256
OSMR,56.90335823,19.63888451
OSR1,0,0.102922
OSR2,8.447427757,2.254204309
OST4,289.347107,141.657455
OSTC,55.85832342,46.0181483
OSTF1,35.811367,18.678759
OSTM1,3.603896,7.593239
OSTN,0,0
OTC,0,0
OTOA,0,0
OTOF,0,0.253448798
OTOG,0,0.00458291
OTOGL,0.074363507,0.059183229
OTOL1,0,0
OTOP1,0,0
OTOP2,0,0.515816
OTOP3,0,0
OTOR,0,0
OTOS,0,0
OTP,0,0
OTUB1,26.840759,30.721014
OTUB2,3.019696,4.03021
OTUD1,4.603368,3.577779
OTUD3,4.503717,4.536988
OTUD4,17.00268461,31.11812297
OTUD5,18.26432201,18.35690788
OTUD6A,0,0
OTUD6B,9.246496684,10.6950611
OTUD7A,0.084994414,0.091720518
OTUD7B,16.323572,10.577295
OTULIN,6.580643,15.254424
OTULINL,0.197835,4.588197
OTX1,1.463747365,1.42232281
OTX2,0,0
OVCA2,7.170118,35.463196
OVCH1,0,0.003788
OVCH2,0.030871817,0.02092852
OVGP1,1.436117,0.701514
OVOL1,4.945521,0.043498
OVOL2,3.722647781,0.068891678
OVOL3,0.135414,0.124558
OXA1L,28.97139,32.29884
OXCT1,25.89730044,6.157088599
OXCT2,0.540978,0.122184
OXER1,0.420875,0.26333
OXGR1,0,1.923766194
OXLD1,3.711759106,5.684744468
OXNAD1,4.546634509,6.608437623
OXR1,23.96227344,16.85863159
OXSM,3.720538892,2.953515957
OXSR1,17.635042,46.168385
OXT,0,0
OXTR,0.422123471,34.12804405
P2RX1,0,0.255357
P2RX2,0.776468047,0.174460208
P2RX3,0,0
P2RX4,22.47308148,13.30594786
P2RX5,11.37656008,11.85373785
P2RX6,0.094260061,0.130204112
P2RX7,0,2.028141
P2RY1,0,1.395545
P2RY10,0.049815346,0
P2RY11,0,0
P2RY12,0.41127198,0.35001218
P2RY13,0.623789,0.771572
P2RY14,1.731985772,0.67382655
P2RY2,9.620281193,0.459952308
P2RY4,0,0.095536
P2RY6,3.204732425,0.041515121
P2RY8,0,0.061152
P3H1,5.384122848,5.403456986
P3H2,0,3.177286435
P3H3,0.214613,6.821572
P3H4,8.049179,6.412695
P3R3URF,0,0
P4HA1,43.68714369,16.31513634
P4HA2,9.738434064,3.982839761
P4HA3,0.053591,0.446114333
P4HB,257.909729,136.520493
P4HTM,4.858817362,2.906663974
PA2G4,218.894043,247.457367
PAAF1,6.435756043,3.14379196
PABPC1,934.306641,857.456177
PABPC1L,27.872604,20.520941
PABPC1L2A,0.670594,0
PABPC1L2B,0.983533,0
PABPC3,0.133086,0.251563
PABPC4,55.62816259,58.68494531
PABPC4L,0.035094,2.872553242
PABPC5,0.037066,0
PABPN1,55.8257512,42.66517001
PABPN1L,0.47178174,0
PACC1,3.927607222,4.081630081
PACRG,0,0.195133028
PACRGL,1.162213393,2.85235629
PACS1,18.525789,20.511099
PACS2,8.617258794,6.998681332
PACSIN1,4.164339935,0.014766483
PACSIN2,19.04969514,17.80257671
PACSIN3,25.37970511,7.513220345
PADI1,0.283551,0.071608
PADI2,15.259972,0.291836
PADI3,1.3921635,0.0103475
PADI4,0.059963,0.4091735
PADI6,0.019304,0
PAEP,0,0
PAF1,49.54125063,56.72827305
PAFAH1B1,28.430382,59.895851
PAFAH1B2,28.33923373,50.5602296
PAFAH1B3,19.05487485,16.2318691
PAFAH2,6.118815,5.887952
PAG1,0.072443,3.178583
PAGE1,0,0
PAGE2,0,0
PAGE2B,0,0
PAGE3,0,0
PAGE4,0,0
PAGE5,0,0
PAGR1,17.780989,6.314072
PAH,0.256708658,0
PAICS,45.03465402,66.64948854
PAIP1,124.8298519,33.73755976
PAIP2,102.8997226,125.6873841
PAIP2B,3.646895,0.895214
PAK1,6.391120437,25.03000679
PAK1IP1,9.335882,25.8822405
PAK2,43.042294,43.009502
PAK3,0,0.733015068
PAK4,13.49394948,6.512386877
PAK5,0,0
PAK6,0.132267094,0.114311045
PALB2,13.559649,16.55999
PALD1,0.077738,2.193353
PALLD,12.01820707,17.73421121
PALM,3.580379856,3.026390106
PALM2AKAP2,0.043054648,44.09536087
PALM3,6.115695623,0.089047505
PALMD,0,0
PAM,12.59818523,16.22042886
PAM16,28.009726,31.158627
PAMR1,0.015421938,0
PAN2,15.31713373,6.62611997
PAN3,10.466661,5.675324
PANK1,1.742809941,0.726143934
PANK2,4.449632306,10.02922694
PANK3,21.683264,37.271164
PANK4,4.019934,6.46503
PANO1,0.1954,0.078646
PANX1,6.531916,19.616985
PANX2,3.139637,1.873427
PANX3,0.062941,0.038181
PAOX,0.163991,0.108037
PAPLN,0.694996806,0.25807026
PAPOLA,41.14975091,60.5021488
PAPOLB,0.041146,0.209982
PAPOLG,4.688784,6.368411
PAPPA,0.137152,1.660591
PAPPA2,0,0.309408793
PAPSS1,26.245228,28.379881
PAPSS2,16.74144843,11.00268579
PAQR3,1.231931396,6.328987533
PAQR4,16.40317557,4.886525086
PAQR5,0.470543956,0.900994134
PAQR6,2.421980832,1.062257358
PAQR7,2.454658,6.112945
PAQR8,0.200428,0.778512
PAQR9,0,0.148148
PARD3,17.49424675,15.4806996
PARD3B,0.831408,0.975236
PARD6A,1.334295246,0
PARD6B,135.38205,4.073394
PARD6G,2.086146,2.603763
PARG,8.729509058,12.83689463
PARK7,104.5998594,87.48963676
PARL,24.343846,27.72136511
PARM1,0.374166,1.024201
PARN,28.5560857,33.28073758
PARP1,40.333191,64.835579
PARP10,2.945870314,4.182963206
PARP11,1.42706307,0.042841364
PARP12,12.114305,14.089093
PARP14,38.393719,33.255146
PARP15,0.068851571,0.045161302
PARP16,3.78307468,2.653180905
PARP2,42.62850973,68.89657222
PARP3,1.671121852,7.086567178
PARP4,26.382553,12.932396
PARP6,19.13666499,19.79586755
PARP8,5.610610846,11.12559781
PARP9,13.87232584,7.135522776
PARPBP,4.939217331,7.783999752
PARS2,2.874389,4.327271
PARVA,9.016451,13.187881
PARVB,0.629735088,9.341786035
PARVG,0,0.789975234
PASD1,0,0.042287
PASK,2.402179935,1.182412423
PATE1,0.195111,0.293616
PATE2,0.833115,0.204375
PATE3,0.48239,0.365378
PATE4,1.346617,0.891798
PATJ,38.08746424,4.751635402
PATL1,34.965355,48.015259
PATL2,0.386217049,0
PATZ1,15.84271944,11.26132046
PAWR,10.69459207,15.90137732
PAX1,0,0
PAX2,0.052504532,0
PAX3,0,0
PAX4,0,0
PAX5,1.742117553,0
PAX6,0.034743332,1.226902764
PAX7,0,0
PAX8,1.084123,53.84298482
PAX9,3.483089656,4.269218861
PAXBP1,9.706880523,12.02276245
PAXIP1,11.073455,8.329922
PAXX,10.70314314,8.311775728
PBDC1,20.58714749,33.20957602
PBK,23.91903617,11.31357764
PBLD,6.657681469,4.577450043
PBOV1,2.678421,0.288925
PBRM1,12.13410346,26.26617575
PBX1,19.06786955,0.285558347
PBX2,21.24884,51.805992
PBX3,6.866819305,13.2662693
PBX4,0.721234,1.444411
PBXIP1,6.050572,2.503202
PC,8.2357667,0.827154629
PCARE,0,0
PCBD1,55.60146527,31.29734352
PCBD2,4.518803,1.790465
PCBP1,155.230164,77.567917
PCBP2,413.5623798,239.2126242
PCBP3,2.569090582,0.067949462
PCBP4,2.419493255,7.682435424
PCCA,3.830966666,4.138757086
PCCB,29.03246695,58.92683106
PCDH1,8.969338402,3.304377026
PCDH10,0.198420203,1.088564871
PCDH11X,0.010641269,0
PCDH11Y,0,0
PCDH12,0.308824,0.19391
PCDH15,0,0.018481538
PCDH17,0,1.389907
PCDH18,0,0.232841
PCDH19,0.499958964,0.429586889
PCDH20,0.012522,0.519162
PCDH7,3.307811135,1.637149678
PCDH8,0.376771729,0
PCDH9,1.798264145,0.675536395
PCDHA1,3.778493927,0.046965431
PCDHA10,1.282215526,0.439257978
PCDHA11,1.936471378,0.121323775
PCDHA12,1.723897163,3.001152378
PCDHA13,1.961494285,0.269718322
PCDHA2,1.570397863,0.045044698
PCDHA3,2.958629165,0.035971444
PCDHA4,1.453959284,0.45673065
PCDHA5,2.003315444,0.475824407
PCDHA6,6.558216029,1.422800097
PCDHA7,1.482722556,0.135007207
PCDHA8,1.034956246,0.22727545
PCDHA9,1.019816135,0.341045614
PCDHAC1,0.887637482,0.425973711
PCDHAC2,1.099142455,0.56060157
PCDHB1,0,0
PCDHB10,0.308784,0.172554
PCDHB11,0.143312,0.149596
PCDHB12,0.078411,0.050552
PCDHB13,1.236272,1.106654
PCDHB14,1.040956,0.550826
PCDHB15,0.588108,0.46011
PCDHB16,3.055493,0.094868
PCDHB2,7.446168,0.031963
PCDHB3,1.434852,0
PCDHB4,0.978567,0.008672
PCDHB5,5.721645,0.046435
PCDHB6,2.766149986,0.66582
PCDHB7,0.404678,0
PCDHB8,2.482462,0.237327
PCDHB9,0.943919,0.279251
PCDHGA1,0.892958334,0.048587311
PCDHGA10,1.27880223,0.383164098
PCDHGA11,2.329767567,0.313359523
PCDHGA12,1.044082377,0.181250658
PCDHGA2,1.525556685,0.009780602
PCDHGA3,0.667219366,0
PCDHGA4,3.462195214,0.040222667
PCDHGA5,1.643581682,0
PCDHGA6,1.353019028,0.078989113
PCDHGA7,2.292658973,0.058521061
PCDHGA8,7.340310045,0.023353418
PCDHGA9,2.143823835,0.283286242
PCDHGB1,5.777534848,0.049951378
PCDHGB2,2.30415737,0.111507808
PCDHGB3,1.411658381,0.010136718
PCDHGB4,0.847260879,0.06328884
PCDHGB5,3.884358536,1.649762232
PCDHGB6,1.568664758,0.173748103
PCDHGB7,1.756214218,0.139243945
PCDHGC3,5.090350022,5.058195653
PCDHGC4,0.532355182,0.114659002
PCDHGC5,0.391967881,0.147468338
PCED1A,5.649241389,22.97565089
PCED1B,4.779979992,0.428734933
PCF11,26.1261402,40.9923807
PCGF1,20.312218,11.410379
PCGF2,17.26837281,12.52608532
PCGF3,13.29387645,9.674165755
PCGF5,7.610683915,5.62335148
PCGF6,7.893423,10.241375
PCID2,6.649354181,6.961327345
PCIF1,7.443715,6.174852
PCK1,0,0
PCK2,41.37916136,31.2670657
PCLAF,20.06772625,29.81365824
PCLO,0.52189847,4.750191791
PCM1,28.12850492,26.45115842
PCMT1,42.37541794,43.45812711
PCMTD1,8.902021497,10.7771491
PCMTD2,15.09809681,15.61302219
PCNA,58.76383823,162.8188279
PCNP,40.36809854,24.36369435
PCNT,16.65130204,14.16816207
PCNX1,13.30148211,22.00931184
PCNX2,4.378228087,15.83668422
PCNX3,7.62655,7.899204
PCNX4,3.021207469,18.6949868
PCOLCE,1.658788,2.614955
PCOLCE2,0.817653,5.198045
PCOTH,0.916437587,0.860547527
PCP2,0.842676202,0.504482226
PCP4,3.145841,0
PCP4L1,2.273738,0
PCSK1,0.022993214,0.141920878
PCSK1N,0.908419,0.757597
PCSK2,0,0
PCSK4,0.176185,0.189409
PCSK5,0.120280509,0.685358337
PCSK6,2.81655827,2.798590798
PCSK7,7.202962,5.635031
PCSK9,0,0.476483
PCTP,6.424848418,4.568032237
PCYOX1,27.85676,6.440124
PCYOX1L,4.859554,1.332595
PCYT1A,10.80868827,22.99377223
PCYT1B,0,0.055579054
PCYT2,1.404039652,0.743337614
PDAP1,35.404385,16.659718
PDC,0.0655114,0.445095734
PDCD1,0,0.04733
PDCD10,30.3296142,0.176852835
PDCD11,23.773413,32.900806
PDCD1LG2,0,4.814276
PDCD2,13.77217022,11.48023278
PDCD2L,7.819566596,9.852489053
PDCD4,70.20311933,8.986004395
PDCD5,56.746357,78.585579
PDCD6,43.71061591,29.02671949
PDCD6IP,14.79964623,32.89150172
PDCD7,11.689474,10.889634
PDCL,11.127679,4.333378
PDCL2,0,0
PDCL3,32.917225,26.074709
PDE10A,0.140896852,3.235374726
PDE11A,0.056943356,0.230563648
PDE12,3.636564561,11.06497976
PDE1A,0,0.013381829
PDE1B,0,0
PDE1C,0,2.930395787
PDE2A,0.106038413,0.995365639
PDE3A,0,0.070773747
PDE3B,0.086324,5.227063186
PDE4A,1.622586297,0.232007693
PDE4B,0.648993886,0.529683401
PDE4C,0.144799296,0.125035479
PDE4D,1.167560463,3.237305023
PDE4DIP,11.48377093,9.97049077
PDE5A,1.844616264,1.983769678
PDE6A,0.380811,0.268131
PDE6B,0.453447834,3.960179427
PDE6C,0.133586,0.356753
PDE6D,15.31356689,16.03160455
PDE6G,0.082138639,0
PDE6H,0,0
PDE7A,6.124928309,5.698671608
PDE7B,0.011819,0.236147
PDE8A,24.55780201,5.093069257
PDE8B,0.414048418,1.661145032
PDE9A,2.532055595,0.995571449
PDF,9.680755,14.40729
PDGFA,9.389243653,5.211635822
PDGFB,3.774273836,0.13449674
PDGFC,0.117243,6.347336
PDGFD,0,0.789613286
PDGFRA,0,0.05123564
PDGFRB,0.010503,0.531108276
PDGFRL,10.40290288,2.869633935
PDHA1,40.66458427,26.02867056
PDHA2,0,0
PDHB,20.41803336,48.03192302
PDHX,29.53724076,20.83146057
PDIA2,0.448473,0.083728
PDIA3,139.47702,98.245872
PDIA4,147.314183,78.92383175
PDIA5,32.258492,30.750267
PDIA6,195.3955628,107.8704229
PDIK1L,8.74672591,3.368922064
PDILT,0,0
PDK1,4.167660752,1.821202403
PDK2,2.099270525,2.255692359
PDK3,12.19735709,0.359934881
PDK4,1.815956,0
PDLIM1,78.063576,63.019085
PDLIM2,0.624888213,1.089684308
PDLIM3,2.423752272,2.844729506
PDLIM4,0,2.994599967
PDLIM5,6.131914532,30.04447058
PDLIM7,4.508235993,24.62062727
PDP1,4.311573274,18.10234607
PDP2,4.657379778,6.919916712
PDPK1,16.93957555,7.272708206
PDPN,0,4.618260147
PDPR,12.37804326,20.49109236
PDRG1,16.66087,13.028925
PDS5A,42.75932883,51.82645645
PDS5B,15.406517,7.256754
PDSS1,10.58541076,8.391310976
PDSS2,4.892637,4.988418
PDX1,0.069794,0
PDXDC1,40.06241615,13.5832768
PDXK,17.83220107,8.547175323
PDXP,4.299231,4.067754
PDYN,0,0
PDZD11,29.80697963,17.09146959
PDZD2,3.489845,0.50536
PDZD3,0.194327,0.088316
PDZD4,1.792464786,0.506776317
PDZD7,0.633939168,0.094942892
PDZD8,8.512761,5.9139
PDZD9,0.2731495,0.3074
